100 0.000165
600 0.004146
1100 0.008478
1600 0.012233
2100 0.012672
2600 0.018457
3100 0.02624
3600 0.035248
4100 0.045791
4600 0.059357
5100 0.074429
5600 0.083984
6100 0.099827
6600 0.115304
7100 0.131821
7600 0.156563
8100 0.172208
8600 0.193692
9100 0.219307
9600 0.247201
10100 0.267507
10600 0.29872
11100 0.327759
11600 0.356495
12100 0.385272
12600 0.41758
13100 0.44814
13600 0.486725
14100 0.518537
14600 0.555456
15100 0.591956
15600 0.63644
16100 0.676587
16600 0.725445
17100 0.782878
17600 0.83195
18100 0.885563
18600 0.924391
19100 0.989266
19600 1.05679
20100 1.08481
20600 1.13388
21100 1.18199
21600 1.26309
22100 1.30012
22600 1.35822
23100 1.47745
23600 1.55726
24100 1.5721
24600 1.61631
25100 1.69175
25600 1.87496
26100 1.86177
26600 1.89701
27100 1.96468
27600 2.03997
28100 2.12625
28600 2.1353
29100 2.21956
29600 2.30058
