50 0.000271
150 0.000323
250 0.000404
350 0.000469
450 0.000315
550 0.000359
650 0.000335
750 0.000415
850 0.000311
950 0.000336
1050 0.000426
1150 0.000332
1250 0.000327
1350 0.000326
1450 0.000263
1550 0.000238
1650 0.000193
1750 0.000194
1850 0.000209
1950 0.000219
2050 0.000243
2150 0.000272
2250 0.000215
2350 0.000215
2450 0.000215
2550 0.000242
2650 0.000268
2750 0.000215
2850 0.000215
2950 0.000215
3050 0.000259
3150 0.000248
3250 0.00026
3350 0.000234
3450 0.000214
3550 0.000256
3650 0.000215
3750 0.000241
3850 0.000245
3950 0.000225
4050 0.000215
4150 0.000236
4250 0.000339
4350 0.000266
4450 0.000241
4550 0.000318
4650 0.000281
4750 0.000299
4850 0.000236
4950 0.000283
5050 0.000236
5150 0.000293
5250 0.000299
5350 0.000288
5450 0.000236
5550 0.00036
5650 0.00035
5750 0.000336
5850 0.000236
5950 0.000336
6050 0.000286
6150 0.000269
6250 0.000278
6350 0.000266
6450 0.000367
6550 0.000235
6650 0.000276
6750 0.000299
6850 0.000235
6950 0.000248
7050 0.000299
7150 0.000265
7250 0.000376
7350 0.000301
7450 0.000236
7550 0.00032
7650 0.000267
7750 0.000283
7850 0.000266
7950 0.000236
8050 0.000377
8150 0.000303
8250 0.000322
8350 0.000257
8450 0.000257
8550 0.000256
8650 0.000277
8750 0.000301
8850 0.000294
8950 0.000257
9050 0.000256
9150 0.000256
9250 0.000324
9350 0.000288
9450 0.000291
9550 0.000288
9650 0.000256
9750 0.000278
9850 0.000289
9950 0.000302
10050 0.000256
10150 0.000256
10250 0.00029
10350 0.000334
10450 0.000293
10550 0.000277
10650 0.000257
10750 0.000256
10850 0.000256
10950 0.000301
11050 0.000289
11150 0.000256
11250 0.000257
11350 0.0003
11450 0.00027
11550 0.000294
11650 0.00028
11750 0.000256
11850 0.000257
11950 0.000289
12050 0.000289
12150 0.000314
12250 0.000298
12350 0.000257
12450 0.000369
12550 0.00028
12650 0.000289
12750 0.000277
12850 0.000257
12950 0.000288
13050 0.0003
13150 0.000303
13250 0.000311
13350 0.000257
13450 0.000344
13550 0.000316
13650 0.00031
13750 0.000277
13850 0.00027
13950 0.000256
14050 0.000256
14150 0.000299
14250 0.000302
14350 0.000256
14450 0.000257
14550 0.000257
14650 0.000288
14750 0.000294
14850 0.000287
14950 0.000256
15050 0.000257
15150 0.000267
15250 0.000289
15350 0.000292
15450 0.000257
15550 0.000257
15650 0.000277
15750 0.00029
15850 0.000326
15950 0.000289
16050 0.000288
16150 0.000256
16250 0.000293
16350 0.000257
16450 0.000277
16550 0.000278
16650 0.000277
16750 0.000291
16850 0.000341
16950 0.000316
17050 0.000331
17150 0.000277
17250 0.000311
17350 0.000278
17450 0.000312
17550 0.000277
17650 0.000312
17750 0.000312
17850 0.000278
17950 0.000277
18050 0.000317
18150 0.000313
18250 0.000335
18350 0.000278
18450 0.000277
18550 0.000277
18650 0.000324
18750 0.000353
18850 0.000277
18950 0.000278
19050 0.000328
19150 0.000323
19250 0.000318
19350 0.000278
19450 0.000277
19550 0.000277
19650 0.000332
19750 0.000466
19850 0.000372
19950 0.000313
20050 0.000359
20150 0.000319
20250 0.000277
20350 0.000277
20450 0.000325
20550 0.000295
20650 0.000372
20750 0.000278
20850 0.000277
20950 0.00032
21050 0.000315
21150 0.00032
21250 0.000299
21350 0.000277
21450 0.000347
21550 0.000347
21650 0.000327
21750 0.000277
21850 0.000278
21950 0.0004
22050 0.000278
22150 0.000324
22250 0.000296
22350 0.000277
22450 0.00032
22550 0.000316
22650 0.000333
22750 0.000278
22850 0.000277
22950 0.000297
23050 0.00032
23150 0.00032
23250 0.000298
23350 0.000278
23450 0.000277
23550 0.000313
23650 0.000305
23750 0.000277
23850 0.000278
23950 0.000278
24050 0.000313
24150 0.00031
24250 0.000277
24350 0.000277
24450 0.000312
24550 0.000315
24650 0.000277
24750 0.000311
24850 0.000329
24950 0.000277
25050 0.000277
25150 0.000317
25250 0.000287
25350 0.00037
25450 0.000316
25550 0.000325
25650 0.000301
25750 0.000322
25850 0.000324
25950 0.000321
26050 0.000278
26150 0.000367
26250 0.000361
26350 0.000328
26450 0.000312
26550 0.000313
26650 0.000323
26750 0.000322
26850 0.000329
26950 0.000278
27050 0.000277
27150 0.000278
27250 0.000313
27350 0.000319
27450 0.000278
27550 0.000312
27650 0.000312
27750 0.000299
27850 0.000277
27950 0.000309
28050 0.000278
28150 0.000316
28250 0.000278
28350 0.000278
28450 0.000352
28550 0.000339
28650 0.000282
28750 0.000295
28850 0.000304
28950 0.000305
29050 0.000314
29150 0.00031
29250 0.000278
29350 0.000325
29450 0.000366
29550 0.000314
29650 0.000366
29750 0.000277
29850 0.000277
29950 0.00028
